id,wave,fit,prefecture,city,company,address,tel,fax,email,instagram,website,contact_form,other_sns,representative,employees,trucks,size_note,best_channel,source,notes
OKH-023,1,medium,兵庫県,伊丹市,和晃運輸株式会社,〒664-0888 伊丹市昆陽南5-1-43,072-771-2121,072-771-2500,hikkoshi@wako-unyu.co.jp,,https://www.wako-unyu.co.jp/,,,佐藤 寿彦,55,47,公式: 従業員55名・車両47台。ターゲットより大きい,email,https://www.wako-unyu.co.jp/company/,info@wako-unyu.co.jp も公式掲載。引越部門宛てが無難。中堅として参考掲載。
OKH-024,1,high,兵庫県,神戸市西区,有限会社西村運送店,神戸市西区伊川谷町小寺字吉末126（登記: 須磨区白川台5-7-3）,,,,,,,,勢登 健司,10,,ハローワーク: 企業全体10人。アスファルト合材・残土,tel,https://hataraku-search.com/companies/2820-615319-9,公開固定電話が見つからず。兵ト協ダンプ部会名簿掲載。タウンページで番号確認してから架電。
OKH-025,2,unknown,大阪府,大阪市平野区,有限会社丸将配送,〒547-0014 大阪市平野区長吉川辺3-19-25,06-6700-1937,06-6700-1938,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部会員。規模未確認（有限会社）。
OKH-026,2,unknown,大阪府,大阪市西区,蓮井運輸倉庫有限会社,〒550-0025 大阪市西区九条南2-24-12,06-6581-0061,06-6581-0065,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部会員。
OKH-027,2,unknown,大阪府,大阪市西区,有限会社松岡組,〒550-0023 大阪市西区千代崎1-2-41,06-6626-9263,06-6626-9264,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部会員。神戸の土木・松岡組とは別。
OKH-028,2,unknown,大阪府,堺市美原区,有限会社ジェイウェーブ,〒587-0012 堺市美原区多治井156-1,072-363-7700,072-363-4400,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部会員。
OKH-029,2,unknown,大阪府,大阪市大正区,有限会社タイホウ,〒551-0021 大阪市大正区南恩加島5-4-1,06-6551-3123,06-6551-3124,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部会員。
OKH-030,2,unknown,大阪府,大阪市西区,有限会社サンミ,〒550-0021 大阪市西区川口4-33,06-6581-3637,06-6581-3687,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部会員。産廃の株式会社三美とは別。
OKH-031,2,unknown,大阪府,茨木市,有限会社成和配送,〒567-0015 茨木市西太田町6-20,072-626-6628,072-626-6628,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部会員。TEL=FAX。
OKH-032,2,unknown,大阪府,大阪市西区,正和運送有限会社,〒550-0015 大阪市西区南堀江1-27-9,06-6531-0515,06-6536-1080,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部会員。
OKH-033,2,unknown,大阪府,大阪市大正区,有限会社領家運送,〒551-0021 大阪市大正区南恩加島5-8-79,06-6554-2021,06-6551-4148,,,http://ryoke-transport.co.jp/wordpress/,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,重量部会にも掲載。サイトはWordPress初期状態。電話優先。
OKH-034,2,unknown,大阪府,大阪市大正区,有限会社大阪西配送センター,〒551-0013 大阪市大正区小林西1-14-8,06-6554-0111,06-6554-0013,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部会員。
OKH-035,2,unknown,大阪府,大阪市西区,有限会社ミナミ（西区新町）,〒550-0013 大阪市西区新町2-3-8 DOビル新町201,06-4394-7801,06-4394-7802,,,https://minami-exp.com/,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,輸出入。車両26台の記載あり（2018）。茨木の有限会社ミナミとは別。
OKH-036,2,unknown,大阪府,大阪市西区,小河運輸株式会社,〒550-0025 大阪市西区九条南4-16-6,06-6582-2785,06-6582-2786,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。地場運送の社名。
OKH-037,2,unknown,大阪府,大阪市西区,九條運送株式会社,〒550-0025 大阪市西区九条南2-20-12,06-6582-2410,06-6582-1730,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-038,2,unknown,大阪府,大阪市西区,大阪西運送株式会社,〒550-0025 大阪市西区九条南1-2-20,06-6581-6651,06-6581-7675,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-039,2,unknown,大阪府,大阪市西区,西邦運送株式会社,〒550-0025 大阪市西区九条南2-29-12,06-6584-5658,06-6584-5315,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-040,2,unknown,大阪府,大阪市西区,宮瀧運輸株式会社,〒550-0022 大阪市西区本田4-7-20,06-6582-2064,06-6582-1053,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。尼崎営業所あり。
OKH-041,2,unknown,大阪府,大阪市西区,海協運送株式会社,〒550-0023 大阪市西区千代崎2-2-4,06-6582-2905,06-6581-2505,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-042,2,unknown,大阪府,大阪市西区,日吉運送株式会社,〒550-0015 大阪市西区南堀江4-12-20,06-6531-8118,06-6531-8280,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-043,2,unknown,大阪府,大阪市西区,松原運輸株式会社,〒550-0015 大阪市西区南堀江4-2-10,06-6541-0703,06-6541-0704,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-044,2,unknown,大阪府,大阪市西区,丸洲運輸株式会社,〒550-0015 大阪市西区南堀江4-32-18,06-6531-8551,06-6531-8552,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-045,2,unknown,大阪府,大阪市西区,和光運輸株式会社,〒550-0015 大阪市西区南堀江4-23-5,06-6532-2112,06-6532-2139,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-046,2,unknown,大阪府,大阪市西区,若狭組運送株式会社,〒550-0015 大阪市西区南堀江4-2-17,06-6531-5400,06-6531-5296,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-047,2,unknown,大阪府,大阪市西成区,新町運輸株式会社,〒557-0022 大阪市西成区中開3-1-19,06-6556-6741,06-6556-6742,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-048,2,unknown,大阪府,大阪市大正区,株式会社中田運輸,〒551-0021 大阪市大正区南恩加島6-17-4,06-6555-7775,06-6555-7767,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-049,2,unknown,大阪府,大阪市住之江区,御崎運輸株式会社,〒559-0013 大阪市住之江区御崎1-2-28,06-6684-6133,06-6684-6134,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-050,2,unknown,大阪府,大阪市大正区,大機運輸株式会社,〒551-0002 大阪市大正区三軒家東2-1-8,06-6552-4573,06-6552-0530,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-051,2,unknown,大阪府,大阪市此花区,田村運送株式会社,〒554-0052 大阪市此花区常吉2-5-14,06-6462-9163,06-6461-0176,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-052,2,unknown,大阪府,大阪市住吉区,上義運輸株式会社,〒558-0055 大阪市住吉区万代5-17-32,06-6673-6319,06-6673-6319,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。TEL=FAX。
OKH-053,2,unknown,大阪府,大阪市西区,木村運輸株式会社,〒550-0024 大阪市西区境川2-2-32,06-6584-2501,06-6584-2505,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-054,2,unknown,大阪府,守口市,木下運送株式会社,〒570-0013 守口市東町2-10-18,06-6902-5767,06-6903-7445,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部（所在は東北支部エリア）。
OKH-055,2,unknown,大阪府,門真市,白瀬運輸株式会社,〒571-0017 門真市四宮3-2-19,072-881-5235,072-881-6554,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部名簿。
OKH-056,2,unknown,大阪府,門真市,広栄配送サービス株式会社,〒571-0015 門真市三ツ島3-5-34,072-803-6575,072-803-6576,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部名簿。配送特化。
OKH-057,2,unknown,大阪府,寝屋川市,東和運送株式会社,〒572-0814 寝屋川市堀溝2-10-1 ココプラザ101,072-823-9000,072-823-9001,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。コールドエクスプレスと同居記載。
OKH-058,2,unknown,大阪府,枚方市,東洋運送株式会社,〒573-0065 枚方市出口1-427-1,072-846-3431,072-846-3446,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部名簿。
OKH-059,2,unknown,大阪府,大東市,摂友株式会社,〒574-0056 大東市新田中町1-20,072-873-6255,072-873-6287,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部名簿。
OKH-060,2,unknown,大阪府,摂津市,東海運送株式会社,〒566-0052 摂津市鳥飼本町3-3-31,072-654-0654,072-654-0654,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。TEL=FAX。
OKH-061,2,unknown,大阪府,摂津市,昌南運輸株式会社,〒566-0062 摂津市鳥飼上3-15-27,072-654-7344,072-653-0731,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-062,2,unknown,大阪府,茨木市,信喜運輸株式会社,〒567-0053 茨木市豊原町4-40,072-643-5683,072-643-9411,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-063,2,unknown,大阪府,茨木市,栄和運輸株式会社,〒567-0005 茨木市五日市1-8-8,072-623-1924,072-623-1927,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-064,2,unknown,大阪府,東大阪市,株式会社平野運輸,〒578-0921 東大阪市水走1-10-7,072-968-0015,072-968-0019,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部名簿。宝伸と同エリア。
OKH-065,2,unknown,大阪府,東大阪市,渡部産業株式会社,〒578-0904 東大阪市吉原2-8-4,072-967-2158,072-967-2159,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部名簿。
OKH-066,2,unknown,大阪府,大阪市平野区,大真運輸株式会社,〒547-0022 大阪市平野区瓜破東2-1-43,06-6707-3715,06-6708-4548,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-067,2,unknown,大阪府,堺市堺区,株式会社マツバヤシ,〒590-0814 堺市堺区石津町3-14-15,072-243-3237,072-243-3236,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-068,2,unknown,大阪府,松原市,大栄運輸産業株式会社,〒580-0013 松原市丹南1-482-6,072-335-1321,072-335-1506,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-069,2,unknown,大阪府,大阪市住之江区,八木運送株式会社,〒559-0022 大阪市住之江区緑木1-4-108,06-6681-0103,06-6681-0106,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。ドラEVERでは大型の記載もあるため規模要確認。
OKH-070,2,unknown,大阪府,大阪市住吉区,株式会社なにわライン,〒558-0041 大阪市住吉区南住吉1-2-3,06-6699-5053,06-6699-5648,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-071,2,unknown,大阪府,大阪市西成区,樽芳運輸株式会社,〒557-0062 大阪市西成区津守3-6-10,06-6653-6101,06-6653-6688,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-072,2,unknown,大阪府,大阪市西成区,貝塚運送株式会社,〒557-0063 大阪市西成区南津守5-6-22,06-6657-3562,06-6657-3574,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。社名は貝塚だが所在は西成。
OKH-073,2,unknown,大阪府,大阪市港区,大阪小山武運送株式会社,〒552-0013 大阪市港区福崎2-4-17,06-6574-8445,06-6575-0566,,,,,,,,,,tel,http://nishi.truck.or.jp/meibo.html,西支部。
OKH-074,3,unknown,兵庫県,神戸市兵庫区,相田運輸株式会社,神戸市兵庫区築地町1-26,078-651-0988,,,,https://www.kensetumap.com/company/379864/profile.php,,,相田 眞宏,,,,tel,https://www.hyotokyo.or.jp/member-public/15-11-dump.html,兵ト協ダンプ部会。土木も。
OKH-075,3,unknown,兵庫県,神戸市中央区,株式会社松原組運送,神戸市中央区南本町通,078-221-7745,,,,http://matsubaragumiunsou.co.jp/,,,,,,,tel,https://www.hyotokyo.or.jp/member-public/15-11-dump.html,ダンプ部会。Gマーク。
OKH-076,3,unknown,兵庫県,尼崎市,株式会社髙津組,尼崎市西昆陽3-4-5,06-6433-8600,,,,,,,,,,,tel,https://www.hyotokyo.or.jp/member-public/15-11-dump.html,ダンプ部会。運送ノート掲載TEL。
OKH-077,3,unknown,兵庫県,姫路市,上津運輸株式会社,姫路市広畑区富士町1,079-236-1405,,,,,,,,,,,tel,https://www.hyotokyo.or.jp/member-public/15-11-dump.html,ダンプ部会。
OKH-078,3,unknown,兵庫県,姫路市,小谷運送株式会社,〒670-0851 姫路市京口町109,079-224-8330,,,,https://kotaniunsou.co.jp/,,,,,,,tel,http://www.hyotokyo.or.jp/hikkoshiguidebook/pdf/hikkosibukai-meibo.pdf,引越部会・ハトのマーク姫路北。山田町南山田の別番号079-263-2537あり。
OKH-079,3,unknown,兵庫県,姫路市,信栄運輸株式会社,〒671-0254 姫路市花田町勅旨426-8,079-253-5820,,,,,,,福永 吉秀,,,,tel,http://www.hyotokyo.or.jp/hikkoshiguidebook/pdf/hikkosibukai-meibo.pdf,引越部会。運送ノートは079-253-5820。
OKH-080,3,unknown,兵庫県,姫路市,株式会社浜田運送,〒672-8023 姫路市白浜町乙221-5,079-245-5221,,,,,,,濵田 長伸,,,,tel,http://www.hyotokyo.or.jp/hikkoshiguidebook/pdf/hikkosibukai-meibo.pdf,引越部会。
OKH-081,3,unknown,兵庫県,神戸市灘区,有限会社廣垣急送,〒657-0844 神戸市灘区都通5-4-3,078-871-1954,,,,http://hato-kansai.or.jp,,,廣垣 和子,,,,tel,http://www.hyotokyo.or.jp/hikkoshiguidebook/pdf/hikkosibukai-meibo.pdf,ハトのマーク神戸東。女性経営。
OKH-082,3,unknown,兵庫県,神戸市須磨区,武貞物流株式会社,〒654-0121 神戸市須磨区妙法寺字東谷843-1,078-741-0680,,,,,,,武貞 明彦,,,,tel,http://www.hyotokyo.or.jp/hikkoshiguidebook/pdf/hikkosibukai-meibo.pdf,引越部会。
OKH-083,3,unknown,兵庫県,姫路市,有限会社岡本運輸,姫路市大津区真砂町38-33,079-237-0739,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/himeji/,電話帳。有限会社。
OKH-084,3,unknown,兵庫県,姫路市,有限会社尾上運送,姫路市飾磨区構3-406,079-234-3111,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/himeji/,電話帳。有限会社。
OKH-085,3,unknown,兵庫県,姫路市,有限会社木下運送店,姫路市京口町24,079-282-3553,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/himeji/,電話帳。有限会社。
OKH-086,3,unknown,兵庫県,姫路市,有限会社蔵元商運,姫路市別所町別所5-79,079-253-3900,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/himeji/,電話帳。有限会社。
OKH-087,3,unknown,兵庫県,姫路市,坂口運送有限会社,姫路市林田町新町1101,079-261-3964,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/himeji/,電話帳。有限会社。
OKH-088,3,unknown,兵庫県,姫路市,神興運輸有限会社,姫路市大津区勘兵衛町2-260-4,079-239-5022,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/himeji/,電話帳。有限会社。
OKH-089,3,unknown,兵庫県,姫路市,有限会社竹弘運輸,姫路市花田町勅旨47-3,079-253-5815,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/himeji/,電話帳。有限会社。
OKH-090,3,unknown,兵庫県,姫路市,有限会社辰本運輸,姫路市三条町1-51,079-282-4423,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/himeji/,電話帳。有限会社。
OKH-091,3,unknown,兵庫県,姫路市,有限会社グレイスキャリー,姫路市書写1732-13,079-266-1100,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/himeji/,電話帳。小口配送系の社名。
OKH-092,3,unknown,兵庫県,尼崎市,有限会社秋山運送,尼崎市尾浜町2-13-16,06-6422-7588,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳。有限会社。
OKH-093,3,unknown,兵庫県,尼崎市,有限会社ウエストライナー,尼崎市大庄川田町44,06-6415-9807,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳。有限会社。
OKH-094,3,unknown,兵庫県,尼崎市,内田運輸有限会社,尼崎市猪名寺1-21-35,06-6491-8059,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳。有限会社。
OKH-095,3,unknown,兵庫県,尼崎市,有限会社門脇運輸,尼崎市栗山町1-22-12,06-6427-1555,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳。有限会社。
OKH-096,3,unknown,兵庫県,尼崎市,杉村運送有限会社,尼崎市久々知1-11-5,06-6493-2365,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳。有限会社。
OKH-097,3,unknown,兵庫県,尼崎市,有限会社誠和運輸,尼崎市食満3-8-1-207,06-6492-7281,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳。有限会社。
OKH-098,3,unknown,兵庫県,尼崎市,丸二配送有限会社,尼崎市猪名寺1-19-18,06-6491-0505,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳。配送特化。
OKH-099,3,unknown,兵庫県,尼崎市,有限会社三濃運送店,尼崎市次屋3-3-23,06-6499-5270,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳。有限会社。
OKH-100,3,unknown,兵庫県,尼崎市,有限会社森運輸,尼崎市若王寺3-23-43,06-6491-0248,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳。有限会社。
OKH-101,3,unknown,兵庫県,尼崎市,吉井運送有限会社,尼崎市末広町1-3-17,06-6413-2003,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳。有限会社。
OKH-102,3,unknown,兵庫県,尼崎市,山二陸運有限会社,尼崎市西立花町3-10-33,06-6418-5300,,,,,,,,,,,tel,https://transport-company.jp/information/hyogo/amagasaki/,電話帳。有限会社。
