Account	Account name	Campaign	Labels	Campaign Type	Networks	Budget	Budget type	EU political ads	Standard conversion goals	Customer acquisition	Languages	Bid Strategy Type	Bid Strategy Name	Enhanced CPC	Start Date	End Date	Broad match keywords	Ad Schedule	Ad rotation	Content exclusions	Targeting method	Exclusion method	DSA Website	DSA Language	DSA targeting source	DSA page feeds	Audience targeting	Flexible Reach	AI Max	Text customization	Final URL expansion	Ad Group	Max CPC	Max CPM	Target CPA	Max CPV	Target CPV	Percent CPC	Target CPM	Target ROAS	Target CPC	Desktop Bid Modifier	Mobile Bid Modifier	Tablet Bid Modifier	TV Screen Bid Modifier	Display Network Custom Bid Type	Optimized targeting	Strict age and gender targeting	Search term matching	Ad Group Type	Channels	Audience name	Age demographic	Gender demographic	Income demographic	Parental status demographic	Remarketing audience segments	Interest categories	Life events	Custom audience segments	Detailed demographics	Remarketing audience exclusions	Tracking template	Final URL suffix	Custom parameters	ID	Location	Location type	Reach	Location groups	Radius	Unit	Bid Modifier	Account keyword type	Keyword	Criterion Type	First page bid	Top of page bid	First position bid	Quality score	Landing page experience	Expected CTR	Ad relevance	Final URL	Final mobile URL	Image Size	Upgraded extension	Link source	Ad type	Headline 1	Headline 1 position	Headline 2	Headline 2 position	Headline 3	Headline 3 position	Headline 4	Headline 4 position	Headline 5	Headline 5 position	Headline 6	Headline 6 position	Headline 7	Headline 7 position	Headline 8	Headline 8 position	Headline 9	Headline 9 position	Headline 10	Headline 10 position	Headline 11	Headline 11 position	Headline 12	Headline 12 position	Headline 13	Headline 13 position	Headline 14	Headline 14 position	Headline 15	Headline 15 position	Description 1	Description 1 position	Description 2	Description 2 position	Description 3	Description 3 position	Description 4	Description 4 position	Path 1	Path 2	Shared set name	Shared set type	Keyword count	Link Text	Description Line 1	Description Line 2	Source	Header	Snippet Values	Callout text	Phone Number	Country of Phone	Conversion Action	Campaign Status	Ad Group Status	Status	Approval Status	Ad strength	Comment
426-779-6658	和歌山車	大阪府＿車内クリーニング																														車　 おもらし																																																				https://carinteriorcleaning.jp/regions/osaka/omorashi/					Responsive search ad	【{LOCATION(City):大阪}】出張車内クリーニング	 -	大阪の車 おもらしくリーニング	 -	最短即日対応！プロの消臭・洗浄	 -	【電話相談】まずはお電話を	 -	見積もり無料	 -	"""車 シート クリーニング 業者"""	 -	立会不要で清掃作業で時間も有効	 -	出張車内 クリーニングの専門 店	 -	訪問特化型車内の清掃専門業者	 -	灯油 コーヒーこぼしおまかせ	 -	洗浄後無害になる特殊洗剤を使用	 -	18000円からシート車内洗浄対応	 -	１シートのみでもOK 圧倒的洗浄	 -	"""軽 自動車 クリーニング"""	 -	"""車 灯油 こぼし クリーニング"""	 -	大阪府で車 おもらしの臭いや汚れにお困りなら。専用洗剤とプロの技術で徹底除去。	 -	車内の車 おもらしは放置すると悪化します。今すぐ専門家へお任せください。	 -	出張費無料で駆けつけます！	 -	使用後は無害になる特殊な洗剤を使用 清掃後は赤ちゃんペットにも無害です。専用の機材を使用	 -	{LOCATION(City):大阪}清掃出張車	おもらし清掃														Enabled	Enabled	Enabled	Approved	Average	
426-779-6658	和歌山車	大阪府＿車内クリーニング																														車　 エアコン臭い																																																				https://carinteriorcleaning.jp/regions/osaka/ac-nioi/					Responsive search ad	【{LOCATION(City):大阪}】出張車内クリーニング	 -	車 エアコン臭いクリーニング	 -	最短即日対応！プロの消臭・洗浄	 -	【電話相談】まずはお電話を	 -	見積もり無料	 -	"""車 シート クリーニング 業者"""	 -	立会不要で清掃作業で時間も有効	 -	出張車内 クリーニングの専門 店	 -	訪問特化型車内の清掃専門業者	 -	灯油 コーヒーこぼしおまかせ	 -	洗浄後無害になる特殊洗剤を使用	 -	18000円からシート車内洗浄対応	 -	１シートのみでもOK 圧倒的洗浄	 -	"""軽 自動車 クリーニング"""	 -	"""車 灯油 こぼし クリーニング"""	 -	大阪府で車 エアコン臭いの臭いや汚れにお困りなら。専用洗剤とプロの技術で徹底除去。	 -	車内の車 エアコン臭いは放置すると悪化します。今すぐ専門家へお任せください。	 -	出張費無料で駆けつけます！	 -	使用後は無害になる特殊な洗剤を使用 清掃後は赤ちゃんペットにも無害です。専用の機材を使用	 -	{LOCATION(City):大阪}清掃出張車	エアコンニオイ														Enabled	Enabled	Enabled	Approved	Excellent	
426-779-6658	和歌山車	大阪府＿車内クリーニング																														車　加齢臭																																																				https://carinteriorcleaning.jp/regions/osaka/kareisyu/					Responsive search ad	【{LOCATION(City):大阪}】出張車内クリーニング	 -	大阪府の車 加齢臭クリーニング	 -	最短即日対応！プロの消臭・洗浄	 -	【電話相談】まずはお電話を	 -	見積もり無料	 -	"""車 シート クリーニング 業者"""	 -	立会不要で清掃作業で時間も有効	 -	出張車内 クリーニングの専門 店	 -	訪問特化型車内の清掃専門業者	 -	灯油 コーヒーこぼしおまかせ	 -	洗浄後無害になる特殊洗剤を使用	 -	18000円からシート車内洗浄対応	 -	１シートのみでもOK 圧倒的洗浄	 -	"""軽 自動車 クリーニング"""	 -	"""車 灯油 こぼし クリーニング"""	 -	大阪府で車 加齢臭の臭いや汚れにお困りなら。専用洗剤とプロの技術で徹底除去。	 -	車内の車 加齢臭は放置すると悪化します。今すぐ専門家へお任せください。	 -	出張費無料で駆けつけます！	 -	使用後は無害になる特殊な洗剤を使用 清掃後は赤ちゃんペットにも無害です。専用の機材を使用	 -	{LOCATION(City):大阪}清掃出張車	加齢臭消臭														Enabled	Enabled	Enabled	Approved	Excellent	
426-779-6658	和歌山車	大阪府＿車内クリーニング																														車　 ペット臭																																																				https://carinteriorcleaning.jp/regions/osaka/pet-nioi/					Responsive search ad	【{LOCATION(City):大阪}】出張車内クリーニング	 -	大阪の車 ペット臭クリーニング	 -	最短即日対応！プロの消臭・洗浄	 -	【電話相談】まずはお電話を	 -	見積もり無料	 -	"""車 シート クリーニング 業者"""	 -	立会不要で清掃作業で時間も有効	 -	出張車内 クリーニングの専門 店	 -	訪問特化型車内の清掃専門業者	 -	灯油 コーヒーこぼしおまかせ	 -	洗浄後無害になる特殊洗剤を使用	 -	18000円からシート車内洗浄対応	 -	１シートのみでもOK 圧倒的洗浄	 -	"""軽 自動車 クリーニング"""	 -	"""車 灯油 こぼし クリーニング"""	 -	大阪府で車 ペット臭の臭いや汚れにお困りなら。専用洗剤とプロの技術で徹底除去。	 -	車内の車 ペット臭は放置すると悪化します。今すぐ専門家へお任せください。	 -	出張費無料で駆けつけます！	 -	使用後は無害になる特殊な洗剤を使用 清掃後は赤ちゃんペットにも無害です。専用の機材を使用	 -	{LOCATION(City):大阪}清掃出張車	ペットニオイ消														Enabled	Enabled	Enabled	Approved	Excellent	
426-779-6658	和歌山車	大阪府＿車内クリーニング																														車 エアコンクリーニング																																																				https://carinteriorcleaning.jp/regions/osaka/car-ac-cleaning/					Responsive search ad	【{LOCATION(City):大阪}】出張車内クリーニング	 -	車 エアコンクリーニング	 -	最短即日対応！プロの消臭・洗浄	 -	【電話相談】まずはお電話を	 -	見積もり無料	 -	"""車 車 エアコンクリーニング"""	 -	立会不要で清掃作業で時間も有効	 -	出張車内 クリーニングの専門 店	 -	訪問特化型車内の清掃専門業者	 -	カーエアコンニオイ洗浄おまかせ	 -	車 シート 汚れ 落とし 方	 -	18000円からシート車内洗浄対応	 -	１シートのみでもOK 圧倒的洗浄	 -	"""軽 自動車 クリーニング"""	 -	"""車 灯油 こぼし クリーニング"""	 -	大阪府で車エアコンの臭いや汚れにお困りなら。専用洗剤とプロの技術で徹底除去。	 -	車内のエアコンの臭いや汚れは放置すると悪化します。今すぐ専門家へお任せください。	 -	車 エアコンクリーニング出張費無料で駆けつけます！	 -	使用後は無害になる特殊な洗剤を使用 清掃後は赤ちゃんペットにも無害です。専用の機材を使用	 -	{LOCATION(City):大阪}清掃出張車	車 エアコン清掃														Enabled	Enabled	Enabled	Approved	Excellent	
426-779-6658	和歌山車	大阪府＿車内クリーニング																														出張 車内クリーニング 専門店																																																				https://carinteriorcleaning.jp/regions/osaka/specialist-cleaning/					Responsive search ad	【{LOCATION(City):大阪}】出張車内クリーニング	 -	出張 車内クリーニング 専門店	 -	最短即日対応！プロの消臭・洗浄	 -	【電話相談】まずはお電話を	 -	見積もり無料	 -	"""車 シート クリーニング 業者"""	 -	立会不要で清掃作業で時間も有効	 -	出張車内 クリーニングの専門 店	 -	訪問特化型車内の清掃専門業者	 -	車 シート 汚れ 落とし	 -	18000円からシート車内洗浄対応	 -	1シート車内洗浄対応	 -	１シートのみでもOK 圧倒的洗浄	 -	"""軽 自動車 クリーニング"""	 -	"""車 灯油 こぼし クリーニング"""	 -	大阪府 出張 車内クリーニング 専門店なら 専用洗剤とプロの技術で徹底除去。	 -	出張 車内クリーニング 専門店。今すぐ専門家へお任せください。	 -	出張費無料で駆けつけます！	 -	使用後は無害になる特殊な洗剤を使用 清掃後は赤ちゃんペットにも無害です。専用の機材を使用	 -	{LOCATION(City):大阪}出張清掃	専門店														Enabled	Enabled	Enabled	Approved	Excellent	
426-779-6658	和歌山車	大阪府＿車内クリーニング																														車シート 洗浄																																																				https://carinteriorcleaning.jp/regions/osaka/seat-senjo/					Responsive search ad	【{LOCATION(City):大阪}】出張車内クリーニング	 -	大阪車シート 洗浄クリーニング	 -	最短即日対応！プロの消臭・洗浄	 -	【電話相談】まずはお電話を	 -	見積もり無料	 -	"""車 シート クリーニング 業者"""	 -	立会不要で清掃作業で時間も有効	 -	出張車内 クリーニングの専門 店	 -	訪問特化型車内の清掃専門業者	 -	灯油 コーヒーこぼしおまかせ	 -	洗浄後無害になる特殊洗剤を使用	 -	18000円からシート車内洗浄対応	 -	１シートのみでもOK 圧倒的洗浄	 -	"""軽 自動車 クリーニング"""	 -	"""車 灯油 こぼし クリーニング"""	 -	大阪府で車シート 洗浄の臭いや汚れにお困りなら。専用洗剤とプロの技術で徹底除去。	 -	車内の車シート 洗浄は放置すると悪化します。今すぐ専門家へお任せください。	 -	出張費無料で駆けつけます！	 -	使用後は無害になる特殊な洗剤を使用 清掃後は赤ちゃんペットにも無害です。専用の機材を使用	 -	{LOCATION(City):大阪}清掃出張車	シート清掃														Enabled	Enabled	Enabled	Approved	Excellent	
426-779-6658	和歌山車	大阪府＿車内クリーニング																														車シート クリーニング																																																				https://carinteriorcleaning.jp/regions/osaka/seat-cleaning/					Responsive search ad	【{LOCATION(City):大阪}】出張車内クリーニング	 -	大阪車シート クリーニング	 -	最短即日対応！プロの消臭・洗浄	 -	【電話相談】まずはお電話を	 -	見積もり無料	 -	"""車 シート クリーニング 業者"""	 -	立会不要で清掃作業で時間も有効	 -	出張車内 クリーニングの専門 店	 -	訪問特化型車内の清掃専門業者	 -	灯油 コーヒーこぼしおまかせ	 -	洗浄後無害になる特殊洗剤を使用	 -	18000円からシート車内洗浄対応	 -	１シートのみでもOK 圧倒的洗浄	 -	"""軽 自動車 クリーニング"""	 -	"""車 灯油 こぼし クリーニング"""	 -	大阪府で車シート クリーニングの臭いや汚れにお困りなら。専用洗剤とプロの技術で徹底除去。	 -	車内の車シート クリーニングは放置すると悪化します。今すぐ専門家へお任せください。	 -	出張費無料で駆けつけます！	 -	使用後は無害になる特殊な洗剤を使用 清掃後は赤ちゃんペットにも無害です。専用の機材を使用	 -	{LOCATION(City):大阪}清掃出張車	シート清掃														Enabled	Enabled	Enabled	Approved	Excellent	
426-779-6658	和歌山車	大阪府＿車内クリーニング																														車　 おしっこ																																																				https://carinteriorcleaning.jp/regions/osaka/oshikko/					Responsive search ad	【{LOCATION(City):大阪}】出張車内クリーニング	 -	大阪の車 おしっこクリーニング	 -	最短即日対応！プロの消臭・洗浄	 -	【電話相談】まずはお電話を	 -	見積もり無料	 -	"""車 シート クリーニング 業者"""	 -	立会不要で清掃作業で時間も有効	 -	出張車内 クリーニングの専門 店	 -	訪問特化型車内の清掃専門業者	 -	灯油 コーヒーこぼしおまかせ	 -	洗浄後無害になる特殊洗剤を使用	 -	18000円からシート車内洗浄対応	 -	１シートのみでもOK 圧倒的洗浄	 -	"""軽 自動車 クリーニング"""	 -	"""車 灯油 こぼし クリーニング"""	 -	大阪府で車 おしっこの臭いや汚れにお困りなら。専用洗剤とプロの技術で徹底除去。	 -	車内の車 おしっこは放置すると悪化します。今すぐ専門家へお任せください。	 -	出張費無料で駆けつけます！	 -	使用後は無害になる特殊な洗剤を使用 清掃後は赤ちゃんペットにも無害です。専用の機材を使用	 -	{LOCATION(City):大阪}清掃出張車	おしっこ清掃														Enabled	Enabled	Enabled	Approved	Excellent	
426-779-6658	和歌山車	大阪府＿車内クリーニング																														車　 うんこ																																																				https://carinteriorcleaning.jp/regions/osaka/unko/					Responsive search ad	【{LOCATION(City):大阪}】出張車内クリーニング	 -	大阪府の車 うんこクリーニング	 -	最短即日対応！プロの消臭・洗浄	 -	【電話相談】まずはお電話を	 -	見積もり無料	 -	"""車 シート クリーニング 業者"""	 -	立会不要で清掃作業で時間も有効	 -	出張車内 クリーニングの専門 店	 -	訪問特化型車内の清掃専門業者	 -	灯油 コーヒーこぼしおまかせ	 -	洗浄後無害になる特殊洗剤を使用	 -	18000円からシート車内洗浄対応	 -	１シートのみでもOK 圧倒的洗浄	 -	"""軽 自動車 クリーニング"""	 -	"""車 灯油 こぼし クリーニング"""	 -	大阪府で車 うんこの臭いや汚れにお困りなら。専用洗剤とプロの技術で徹底除去。	 -	車内の車 うんこは放置すると悪化します。今すぐ専門家へお任せください。	 -	出張費無料で駆けつけます！	 -	使用後は無害になる特殊な洗剤を使用 清掃後は赤ちゃんペットにも無害です。専用の機材を使用	 -	{LOCATION(City):大阪}清掃出張車	うんこ清掃														Enabled	Enabled	Enabled	Approved	Average	
