row_index,campaign,ad_group,row_type,keyword,field,old,new,reason
968,沖縄県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
969,沖縄県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
1140,宮城県＿車内クリーニング,int宮城_通常清掃,ad,,Final URL,https://carinteriorcleaning.jp/regions/miyagi/,https://carinteriorcleaning.jp/regions/miyagi/interior-cleaning/,通常清掃RSAの地域ハブ→interior-cleaning
1140,宮城県＿車内クリーニング,int宮城_通常清掃,ad,,Path 2,嘔吐ニオイ清掃,車内清掃,Path2嘔吐横断→slug=interior-cleaning
1153,宮城県＿車内クリーニング,車内の臭い,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
1160,宮城県＿車内クリーニング,車　 汗,ad,,Path 2,嘔吐ニオイ清掃,汗ニオイ清掃,Path2嘔吐横断→slug=ase
1170,宮城県＿車内クリーニング,中古車タバコ臭,ad,,Path 2,嘔吐ニオイ清掃,タバコ臭清掃,Path2嘔吐横断→slug=chuko-tabako
1175,宮城県＿車内クリーニング,中古車加齢臭,ad,,Path 2,嘔吐ニオイ清掃,加齢臭消臭,Path2嘔吐横断→slug=chuko-kareisyu
1185,宮城県＿車内クリーニング,車ペット毛,ad,,Path 2,嘔吐ニオイ清掃,ペット毛清掃,Path2嘔吐横断→slug=pet-ke
1195,宮城県＿車内クリーニング,車 嘔吐 クリーニング,ad,,Path 2,嘔吐クリニング,嘔吐ニオイ清掃,Path2誤字修正（嘔吐クリニング）
1215,宮城県＿車内クリーニング,車 匂い 消し・消臭洗浄,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
1219,宮城県＿車内クリーニング,車　 おもらし,ad,,Path 2,嘔吐ニオイ清掃,おもらし清掃,Path2嘔吐横断→slug=omorashi
1225,宮城県＿車内クリーニング,車　 エアコン臭い,ad,,Path 2,嘔吐ニオイ清掃,エアコン臭い,Path2嘔吐横断→slug=ac-nioi
1231,宮城県＿車内クリーニング,車　加齢臭,ad,,Path 2,嘔吐ニオイ清掃,加齢臭消臭,Path2嘔吐横断→slug=kareisyu
1237,宮城県＿車内クリーニング,車　 ペット臭,ad,,Path 2,嘔吐ニオイ清掃,ペット臭消臭,Path2嘔吐横断→slug=pet-nioi
1260,宮城県＿車内クリーニング,車シート 洗浄,ad,,Path 2,嘔吐ニオイ清掃,シート洗浄,Path2嘔吐横断→slug=seat-senjo
1274,宮城県＿車内クリーニング,車シート クリーニング,ad,,Path 2,嘔吐ニオイ清掃,シート清掃,Path2嘔吐横断→slug=seat-cleaning
1280,宮城県＿車内クリーニング,車　 おしっこ,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
1289,宮城県＿車内クリーニング,車　 うんこ,ad,,Path 2,嘔吐ニオイ清掃,うんこ清掃,Path2嘔吐横断→slug=unko
1301,宮城県＿車内クリーニング,車の匂い取り,ad,,Path 2,嘔吐ニオイ清掃,匂い取り,Path2嘔吐横断→slug=kuruma-nioitori
1308,宮城県＿車内クリーニング,車　 タバコの匂い汚れ・タバコのヤニ,ad,,Path 2,嘔吐ニオイ清掃,タバコヤニ清掃,Path2嘔吐横断→slug=tabako-yani
1314,宮城県＿車内クリーニング,車内 灯油 こぼし,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
1382,宮城県＿車内クリーニング,AG_緊急_嘔吐,ad,,Path 2,ペットうんち,嘔吐ニオイ清掃,Path2ペットうんち横断→slug=kyuto-cleaning
1400,宮城県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
1401,宮城県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
1402,宮城県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
1409,宮城県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
1410,宮城県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
1411,宮城県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
1419,宮城県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
1420,宮城県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,ペットうんち,匂い消し,Path2ペットうんち横断→slug=kuruma-nioi-keshi
1421,宮城県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
1428,宮城県＿車内クリーニング,AG_消臭_中古車,ad,,Path 2,ペットうんち,タバコ臭清掃,Path2ペットうんち横断→slug=chuko-tabako
1437,宮城県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
1438,宮城県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
1439,宮城県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
1449,宮城県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
1450,宮城県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
1451,宮城県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
1459,宮城県＿車内クリーニング,AG_条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
1460,宮城県＿車内クリーニング,AG_条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
1465,宮城県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
1466,宮城県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
1467,宮城県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
1477,宮城県＿車内クリーニング,AG_バス_トラック,ad,,Path 2,嘔吐ニオイ清掃,バス清掃,Path2嘔吐横断→slug=bus-senmon
1485,宮城県＿車内クリーニング,緊急_子供嘔吐,ad,,Path 2,ペットうんち,子供嘔吐清掃,Path2ペットうんち横断→slug=kodomo-kyuto
1489,宮城県＿車内クリーニング,緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
1490,宮城県＿車内クリーニング,緊急_灯油,ad,,Path 2,ペットうんち,灯油清掃,Path2ペットうんち横断→slug=touyu-kobosi
1493,宮城県＿車内クリーニング,緊急_ペット,ad,,Path 2,ペット漏清掃,おしっこ消臭,Path2希望反映（おしっこ消臭）
1494,宮城県＿車内クリーニング,緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
1494,宮城県＿車内クリーニング,緊急_ペット,ad,,Description 1,宮城県で車ペット毛の臭いや汚れにお困りなら。専用洗剤とプロの技術で徹底除去。,宮城県で車のおしっこの臭いや染み込みにお困りなら。専用洗剤で徹底除去。,ペット毛説明文のテーマ汚染を除去
1494,宮城県＿車内クリーニング,緊急_ペット,ad,,Description 2,車内の車ペット毛は放置すると悪化します。今すぐ専門家へお任せください。,車内のおしっこ臭は放置すると悪化します。今すぐ専門家へお任せください。,ペット毛説明文のテーマ汚染を除去
1497,宮城県＿車内クリーニング,消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
1498,宮城県＿車内クリーニング,消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
1499,宮城県＿車内クリーニング,消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
1502,宮城県＿車内クリーニング,消臭_中古車,ad,,Path 2,嘔吐ニオイ清掃,タバコ臭清掃,Path2嘔吐横断→slug=chuko-tabako
1505,宮城県＿車内クリーニング,消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
1506,宮城県＿車内クリーニング,消臭_湿気カビ,ad,,Path 2,ペットうんち,車内臭い,Path2ペットうんち横断→slug=shanai-nioi
1507,宮城県＿車内クリーニング,消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
1515,宮城県＿車内クリーニング,エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
1516,宮城県＿車内クリーニング,エアコン_エバポレーター,ad,,Path 2,ペットうんち,エバポ洗浄,Path2ペットうんち横断→slug=evaporator-senjo
1517,宮城県＿車内クリーニング,エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
1525,宮城県＿車内クリーニング,AG_エアコン_エバポ,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
1526,宮城県＿車内クリーニング,AG_エアコン_エバポ,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
1529,宮城県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
1530,宮城県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
1531,宮城県＿車内クリーニング,条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
1714,愛知県＿車内クリーニング,int愛知_通常清掃,ad,,Final URL,https://carinteriorcleaning.jp/regions/aichi/,https://carinteriorcleaning.jp/regions/aichi/interior-cleaning/,通常清掃RSAの地域ハブ→interior-cleaning
1714,愛知県＿車内クリーニング,int愛知_通常清掃,ad,,Path 2,嘔吐ニオイ清掃,車内清掃,Path2嘔吐横断→slug=interior-cleaning
1726,愛知県＿車内クリーニング,車内の臭い,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
1733,愛知県＿車内クリーニング,車　 汗,ad,,Path 2,嘔吐ニオイ清掃,汗ニオイ清掃,Path2嘔吐横断→slug=ase
1739,愛知県＿車内クリーニング,中古車タバコ臭,ad,,Path 2,嘔吐ニオイ清掃,タバコ臭清掃,Path2嘔吐横断→slug=chuko-tabako
1747,愛知県＿車内クリーニング,中古車加齢臭,ad,,Path 2,嘔吐ニオイ清掃,加齢臭消臭,Path2嘔吐横断→slug=chuko-kareisyu
1753,愛知県＿車内クリーニング,車ペット毛,ad,,Path 2,嘔吐ニオイ清掃,ペット毛清掃,Path2嘔吐横断→slug=pet-ke
1763,愛知県＿車内クリーニング,車 嘔吐 クリーニング,ad,,Path 2,嘔吐クリニング,嘔吐ニオイ清掃,Path2誤字修正（嘔吐クリニング）
1783,愛知県＿車内クリーニング,車 匂い 消し・消臭洗浄,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
1787,愛知県＿車内クリーニング,車　 おもらし,ad,,Path 2,嘔吐ニオイ清掃,おもらし清掃,Path2嘔吐横断→slug=omorashi
1799,愛知県＿車内クリーニング,車　 エアコン臭い,ad,,Path 2,嘔吐ニオイ清掃,エアコン臭い,Path2嘔吐横断→slug=ac-nioi
1805,愛知県＿車内クリーニング,車　加齢臭,ad,,Path 2,嘔吐ニオイ清掃,加齢臭消臭,Path2嘔吐横断→slug=kareisyu
1811,愛知県＿車内クリーニング,車　 ペット臭,ad,,Path 2,嘔吐ニオイ清掃,ペット臭消臭,Path2嘔吐横断→slug=pet-nioi
1831,愛知県＿車内クリーニング,車シート 洗浄,ad,,Path 2,嘔吐ニオイ清掃,シート洗浄,Path2嘔吐横断→slug=seat-senjo
1847,愛知県＿車内クリーニング,車シート クリーニング,ad,,Path 2,嘔吐ニオイ清掃,シート清掃,Path2嘔吐横断→slug=seat-cleaning
1857,愛知県＿車内クリーニング,車　 おしっこ,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
1865,愛知県＿車内クリーニング,車　 うんこ,ad,,Path 2,嘔吐ニオイ清掃,うんこ清掃,Path2嘔吐横断→slug=unko
1878,愛知県＿車内クリーニング,車の匂い取り,ad,,Path 2,嘔吐ニオイ清掃,匂い取り,Path2嘔吐横断→slug=kuruma-nioitori
1885,愛知県＿車内クリーニング,車　 タバコの匂い汚れ・タバコのヤニ,ad,,Path 2,嘔吐ニオイ清掃,タバコヤニ清掃,Path2嘔吐横断→slug=tabako-yani
1891,愛知県＿車内クリーニング,車内 灯油 こぼし,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
1957,愛知県＿車内クリーニング,AG_緊急_嘔吐,ad,,Path 2,ペットうんち,嘔吐ニオイ清掃,Path2ペットうんち横断→slug=vomit-cleaning
1975,愛知県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
1976,愛知県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
1977,愛知県＿車内クリーニング,AG_緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
1984,愛知県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
1985,愛知県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
1986,愛知県＿車内クリーニング,AG_緊急_ペット,ad,,Path 2,嘔吐ニオイ清掃,おしっこ消臭,Path2嘔吐横断→slug=oshikko
1999,愛知県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
2000,愛知県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,ペットうんち,匂い消し,Path2ペットうんち横断→slug=kuruma-nioi-keshi
2001,愛知県＿車内クリーニング,AG_消臭_口語,ad,,Path 2,嘔吐ニオイ清掃,匂い消し,Path2嘔吐横断→slug=kuruma-nioi-keshi
2008,愛知県＿車内クリーニング,AG_消臭_中古車,ad,,Path 2,ペットうんち,タバコ臭清掃,Path2ペットうんち横断→slug=chuko-tabako
2017,愛知県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
2018,愛知県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
2019,愛知県＿車内クリーニング,AG_消臭_湿気カビ,ad,,Path 2,嘔吐ニオイ清掃,車内臭い,Path2嘔吐横断→slug=shanai-nioi
2029,愛知県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
2030,愛知県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
2031,愛知県＿車内クリーニング,AG_エアコン_エバポレーター,ad,,Path 2,嘔吐ニオイ清掃,エバポ洗浄,Path2嘔吐横断→slug=evaporator-senjo
2039,愛知県＿車内クリーニング,AG_条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
2040,愛知県＿車内クリーニング,AG_条件_出張,ad,,Path 2,嘔吐ニオイ清掃,出張専門,Path2嘔吐横断→slug=shutchou-senmon
2045,愛知県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
2046,愛知県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
2047,愛知県＿車内クリーニング,AG_条件_電源不要,ad,,Path 2,嘔吐ニオイ清掃,電源持込不要,Path2嘔吐横断→slug=dengen-fuyou
2057,愛知県＿車内クリーニング,AG_バス_トラック,ad,,Path 2,嘔吐ニオイ清掃,バス清掃,Path2嘔吐横断→slug=bus-senmon
2065,愛知県＿車内クリーニング,緊急_子供嘔吐,ad,,Path 2,ペットうんち,子供嘔吐清掃,Path2ペットうんち横断→slug=kodomo-kyuto
2069,愛知県＿車内クリーニング,緊急_灯油,ad,,Path 2,嘔吐ニオイ清掃,灯油清掃,Path2嘔吐横断→slug=touyu-kobosi
