Campaign,Ad group,Keyword,Match type,Final URL,Max CPC (JPY),Tier,Region ID,LP slug
千葉_車内清掃,AG_条件_出張,車内清掃 1席 出張,Phrase,https://carinteriorcleaning.jp/regions/chiba/shutchou-senmon/,280,S,chiba,shutchou-senmon
千葉_車内清掃,AG_条件_出張,出張 車内クリーニング おすすめ 業者,Phrase,https://carinteriorcleaning.jp/regions/chiba/shutchou-senmon/,280,S,chiba,shutchou-senmon
千葉_車内清掃,AG_条件_出張,車内清掃 出張 料金 いくら,Phrase,https://carinteriorcleaning.jp/regions/chiba/shutchou-senmon/,280,S,chiba,shutchou-senmon
千葉_車内清掃,AG_条件_出張,千葉 出張 車内清掃 即日,Phrase,https://carinteriorcleaning.jp/regions/chiba/shutchou-senmon/,280,S,chiba,shutchou-senmon
千葉_車内清掃,AG_条件_出張,千葉 車内クリーニング 出張,Phrase,https://carinteriorcleaning.jp/regions/chiba/shutchou-senmon/,280,S,chiba,shutchou-senmon
千葉_車内清掃,AG_条件_電源不要,車内清掃 電源不要 出張,Phrase,https://carinteriorcleaning.jp/regions/chiba/dengen-fuyou/,280,S,chiba,dengen-fuyou
千葉_車内清掃,AG_条件_電源不要,マンション 車内クリーニング 出張,Phrase,https://carinteriorcleaning.jp/regions/chiba/dengen-fuyou/,280,S,chiba,dengen-fuyou
千葉_車内清掃,AG_条件_電源不要,千葉 車内清掃 電源不要,Phrase,https://carinteriorcleaning.jp/regions/chiba/dengen-fuyou/,280,S,chiba,dengen-fuyou
千葉_車内清掃,AG_保険_B2B,車内 嘔吐 保険 適用,Phrase,https://carinteriorcleaning.jp/regions/chiba/hoken-kyuto/,250,B,chiba,hoken-kyuto
千葉_車内清掃,AG_保険_B2B,レンタカー 車内 嘔吐 清掃,Phrase,https://carinteriorcleaning.jp/regions/chiba/hoken-kyuto/,250,B,chiba,hoken-kyuto
千葉_車内清掃,AG_保険_B2B,千葉 車内 嘔吐 保険,Phrase,https://carinteriorcleaning.jp/regions/chiba/hoken-kyuto/,250,B,chiba,hoken-kyuto
千葉_車内清掃,AG_バス_トラック,バス 嘔吐 清掃 即日,Phrase,https://carinteriorcleaning.jp/regions/chiba/bus-senmon/,200,B,chiba,bus-senmon
愛知_車内清掃,AG_緊急_嘔吐,車 嘔吐 クリーニング 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/kyuto-cleaning/,350,S,aichi,kyuto-cleaning
愛知_車内清掃,AG_緊急_嘔吐,車 ゲロ 消臭 即日,Phrase,https://carinteriorcleaning.jp/regions/aichi/kyuto-cleaning/,350,S,aichi,kyuto-cleaning
愛知_車内清掃,AG_緊急_嘔吐,車 嘔吐 消臭 どこに 頼む,Phrase,https://carinteriorcleaning.jp/regions/aichi/kyuto-cleaning/,350,S,aichi,kyuto-cleaning
愛知_車内清掃,AG_緊急_嘔吐,車 嘔吐 しまった 出張 即日,Phrase,https://carinteriorcleaning.jp/regions/aichi/kyuto-cleaning/,350,S,aichi,kyuto-cleaning
愛知_車内清掃,AG_緊急_嘔吐,愛知 車内 嘔吐 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/kyuto-cleaning/,350,S,aichi,kyuto-cleaning
愛知_車内清掃,AG_緊急_嘔吐,愛知 嘔吐 車内清掃,Phrase,https://carinteriorcleaning.jp/regions/aichi/kyuto-cleaning/,350,S,aichi,kyuto-cleaning
愛知_車内清掃,AG_緊急_子供嘔吐,子供 車 吐いた シート,Phrase,https://carinteriorcleaning.jp/regions/aichi/kodomo-kyuto/,350,S,aichi,kodomo-kyuto
愛知_車内清掃,AG_緊急_子供嘔吐,車 子供 嘔吐 シート 洗浄,Phrase,https://carinteriorcleaning.jp/regions/aichi/kodomo-kyuto/,350,S,aichi,kodomo-kyuto
愛知_車内清掃,AG_緊急_子供嘔吐,車酔い 嘔吐 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/kodomo-kyuto/,350,S,aichi,kodomo-kyuto
愛知_車内清掃,AG_緊急_子供嘔吐,愛知 子供 嘔吐 車内,Phrase,https://carinteriorcleaning.jp/regions/aichi/kodomo-kyuto/,350,S,aichi,kodomo-kyuto
愛知_車内清掃,AG_緊急_灯油,車 灯油 こぼし 出張,Exact,https://carinteriorcleaning.jp/regions/aichi/touyu-kobosi/,350,S,aichi,touyu-kobosi
愛知_車内清掃,AG_緊急_灯油,車 灯油 臭い 取れない 業者,Phrase,https://carinteriorcleaning.jp/regions/aichi/touyu-kobosi/,350,S,aichi,touyu-kobosi
愛知_車内清掃,AG_緊急_灯油,車 灯油 こぼした 消臭 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/touyu-kobosi/,350,S,aichi,touyu-kobosi
愛知_車内清掃,AG_緊急_灯油,車内 灯油 こぼし 消臭,Phrase,https://carinteriorcleaning.jp/regions/aichi/touyu-kobosi/,350,S,aichi,touyu-kobosi
愛知_車内清掃,AG_緊急_灯油,愛知 灯油 こぼし 車,Phrase,https://carinteriorcleaning.jp/regions/aichi/touyu-kobosi/,350,S,aichi,touyu-kobosi
愛知_車内清掃,AG_緊急_ペット,車 おしっこ シート 洗浄 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/oshikko/,320,S,aichi,oshikko
愛知_車内清掃,AG_緊急_ペット,車 おもらし シート 洗浄,Phrase,https://carinteriorcleaning.jp/regions/aichi/oshikko/,320,S,aichi,oshikko
愛知_車内清掃,AG_緊急_ペット,ペット 粗相 車 消臭,Phrase,https://carinteriorcleaning.jp/regions/aichi/oshikko/,320,S,aichi,oshikko
愛知_車内清掃,AG_緊急_ペット,犬 車 お漏らし 消臭 業者,Phrase,https://carinteriorcleaning.jp/regions/aichi/oshikko/,320,S,aichi,oshikko
愛知_車内清掃,AG_緊急_ペット,愛知 ペット 車内 清掃,Phrase,https://carinteriorcleaning.jp/regions/aichi/oshikko/,320,S,aichi,oshikko
愛知_車内清掃,AG_消臭_口語,車 匂い 消し 業者,Phrase,https://carinteriorcleaning.jp/regions/aichi/kuruma-nioi-keshi/,280,S,aichi,kuruma-nioi-keshi
愛知_車内清掃,AG_消臭_口語,車内 クサイ 消臭,Phrase,https://carinteriorcleaning.jp/regions/aichi/kuruma-nioi-keshi/,280,S,aichi,kuruma-nioi-keshi
愛知_車内清掃,AG_消臭_口語,車 臭い 取れない プロ,Phrase,https://carinteriorcleaning.jp/regions/aichi/kuruma-nioi-keshi/,280,S,aichi,kuruma-nioi-keshi
愛知_車内清掃,AG_消臭_口語,消臭スプレー 効かない 車,Phrase,https://carinteriorcleaning.jp/regions/aichi/kuruma-nioi-keshi/,280,S,aichi,kuruma-nioi-keshi
愛知_車内清掃,AG_消臭_口語,車 芳香剤 臭い 取れない,Phrase,https://carinteriorcleaning.jp/regions/aichi/kuruma-nioi-keshi/,280,S,aichi,kuruma-nioi-keshi
愛知_車内清掃,AG_消臭_口語,愛知 車内 消臭 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/kuruma-nioi-keshi/,280,S,aichi,kuruma-nioi-keshi
愛知_車内清掃,AG_消臭_中古車,中古車 タバコ臭 消せない,Phrase,https://carinteriorcleaning.jp/regions/aichi/chuko-tabako/,300,A,aichi,chuko-tabako
愛知_車内清掃,AG_消臭_中古車,中古車 加齢臭 車内,Phrase,https://carinteriorcleaning.jp/regions/aichi/chuko-tabako/,300,A,aichi,chuko-tabako
愛知_車内清掃,AG_消臭_中古車,車 タバコ臭 取れない 業者 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/chuko-tabako/,300,A,aichi,chuko-tabako
愛知_車内清掃,AG_消臭_中古車,愛知 中古車 臭い 車内,Phrase,https://carinteriorcleaning.jp/regions/aichi/chuko-tabako/,300,A,aichi,chuko-tabako
愛知_車内清掃,AG_消臭_湿気カビ,車内 カビ臭 取り方 業者,Phrase,https://carinteriorcleaning.jp/regions/aichi/shanai-nioi/,300,A,aichi,shanai-nioi
愛知_車内清掃,AG_消臭_湿気カビ,車 湿気 臭い シート 洗浄,Phrase,https://carinteriorcleaning.jp/regions/aichi/shanai-nioi/,300,A,aichi,shanai-nioi
愛知_車内清掃,AG_消臭_湿気カビ,車 原因不明 臭い 消臭 業者,Phrase,https://carinteriorcleaning.jp/regions/aichi/shanai-nioi/,300,A,aichi,shanai-nioi
愛知_車内清掃,AG_消臭_湿気カビ,車 ペット臭 消臭 プロ 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/shanai-nioi/,300,A,aichi,shanai-nioi
愛知_車内清掃,AG_消臭_湿気カビ,愛知 車内 カビ臭,Phrase,https://carinteriorcleaning.jp/regions/aichi/shanai-nioi/,300,A,aichi,shanai-nioi
愛知_車内清掃,AG_消臭_湿気カビ,愛知 湿気 車内 臭い,Phrase,https://carinteriorcleaning.jp/regions/aichi/shanai-nioi/,300,A,aichi,shanai-nioi
愛知_車内清掃,AG_エアコン_エバポレーター,エバポレーター洗浄 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/evaporator-senjo/,400,A,aichi,evaporator-senjo
愛知_車内清掃,AG_エアコン_エバポレーター,車 エアコン 酸っぱい 臭い 業者,Phrase,https://carinteriorcleaning.jp/regions/aichi/evaporator-senjo/,400,A,aichi,evaporator-senjo
愛知_車内清掃,AG_エアコン_エバポレーター,カーエアコン カビ臭 エバポレーター,Phrase,https://carinteriorcleaning.jp/regions/aichi/evaporator-senjo/,400,A,aichi,evaporator-senjo
愛知_車内清掃,AG_エアコン_エバポレーター,車 エアコン 臭い 取れない プロ,Phrase,https://carinteriorcleaning.jp/regions/aichi/evaporator-senjo/,400,A,aichi,evaporator-senjo
愛知_車内清掃,AG_エアコン_エバポレーター,車 エアコン 咳 目が痒い 洗浄,Phrase,https://carinteriorcleaning.jp/regions/aichi/evaporator-senjo/,400,A,aichi,evaporator-senjo
愛知_車内清掃,AG_エアコン_エバポレーター,車内クリーニング エバポレーター セット,Phrase,https://carinteriorcleaning.jp/regions/aichi/evaporator-senjo/,400,A,aichi,evaporator-senjo
愛知_車内清掃,AG_エアコン_エバポレーター,愛知 エアコン 臭い 車,Phrase,https://carinteriorcleaning.jp/regions/aichi/evaporator-senjo/,400,A,aichi,evaporator-senjo
愛知_車内清掃,AG_エアコン_エバポレーター,愛知 エバポレーター洗浄 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/evaporator-senjo/,400,A,aichi,evaporator-senjo
愛知_車内清掃,AG_条件_出張,車内クリーニング 即日 出張 当日,Phrase,https://carinteriorcleaning.jp/regions/aichi/shutchou-senmon/,280,S,aichi,shutchou-senmon
愛知_車内清掃,AG_条件_出張,車内清掃 1席 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/shutchou-senmon/,280,S,aichi,shutchou-senmon
愛知_車内清掃,AG_条件_出張,出張 車内クリーニング おすすめ 業者,Phrase,https://carinteriorcleaning.jp/regions/aichi/shutchou-senmon/,280,S,aichi,shutchou-senmon
愛知_車内清掃,AG_条件_出張,車内清掃 出張 料金 いくら,Phrase,https://carinteriorcleaning.jp/regions/aichi/shutchou-senmon/,280,S,aichi,shutchou-senmon
愛知_車内清掃,AG_条件_出張,愛知 出張 車内清掃 即日,Phrase,https://carinteriorcleaning.jp/regions/aichi/shutchou-senmon/,280,S,aichi,shutchou-senmon
愛知_車内清掃,AG_条件_出張,愛知 車内クリーニング 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/shutchou-senmon/,280,S,aichi,shutchou-senmon
愛知_車内清掃,AG_条件_電源不要,車内清掃 電源不要 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/dengen-fuyou/,280,S,aichi,dengen-fuyou
愛知_車内清掃,AG_条件_電源不要,マンション 車内クリーニング 出張,Phrase,https://carinteriorcleaning.jp/regions/aichi/dengen-fuyou/,280,S,aichi,dengen-fuyou
愛知_車内清掃,AG_条件_電源不要,愛知 車内清掃 電源不要,Phrase,https://carinteriorcleaning.jp/regions/aichi/dengen-fuyou/,280,S,aichi,dengen-fuyou
愛知_車内清掃,AG_保険_B2B,車内 嘔吐 保険 適用,Phrase,https://carinteriorcleaning.jp/regions/aichi/hoken-kyuto/,250,B,aichi,hoken-kyuto
愛知_車内清掃,AG_保険_B2B,レンタカー 車内 嘔吐 清掃,Phrase,https://carinteriorcleaning.jp/regions/aichi/hoken-kyuto/,250,B,aichi,hoken-kyuto
愛知_車内清掃,AG_保険_B2B,愛知 車内 嘔吐 保険,Phrase,https://carinteriorcleaning.jp/regions/aichi/hoken-kyuto/,250,B,aichi,hoken-kyuto
大阪_車内清掃,AG_緊急_嘔吐,車 嘔吐 クリーニング 出張,Phrase,https://carinteriorcleaning.jp/regions/osaka/kyuto-cleaning/,350,S,osaka,kyuto-cleaning
大阪_車内清掃,AG_緊急_嘔吐,車 ゲロ 消臭 即日,Phrase,https://carinteriorcleaning.jp/regions/osaka/kyuto-cleaning/,350,S,osaka,kyuto-cleaning
大阪_車内清掃,AG_緊急_嘔吐,車 嘔吐 消臭 どこに 頼む,Phrase,https://carinteriorcleaning.jp/regions/osaka/kyuto-cleaning/,350,S,osaka,kyuto-cleaning
大阪_車内清掃,AG_緊急_嘔吐,車 嘔吐 しまった 出張 即日,Phrase,https://carinteriorcleaning.jp/regions/osaka/kyuto-cleaning/,350,S,osaka,kyuto-cleaning
大阪_車内清掃,AG_緊急_嘔吐,大阪 車内 嘔吐 出張,Phrase,https://carinteriorcleaning.jp/regions/osaka/kyuto-cleaning/,350,S,osaka,kyuto-cleaning
大阪_車内清掃,AG_緊急_嘔吐,大阪 嘔吐 車内清掃,Phrase,https://carinteriorcleaning.jp/regions/osaka/kyuto-cleaning/,350,S,osaka,kyuto-cleaning
大阪_車内清掃,AG_緊急_子供嘔吐,子供 車 吐いた シート,Phrase,https://carinteriorcleaning.jp/regions/osaka/kodomo-kyuto/,350,S,osaka,kodomo-kyuto
大阪_車内清掃,AG_緊急_子供嘔吐,車 子供 嘔吐 シート 洗浄,Phrase,https://carinteriorcleaning.jp/regions/osaka/kodomo-kyuto/,350,S,osaka,kodomo-kyuto
大阪_車内清掃,AG_緊急_子供嘔吐,車酔い 嘔吐 出張,Phrase,https://carinteriorcleaning.jp/regions/osaka/kodomo-kyuto/,350,S,osaka,kodomo-kyuto
大阪_車内清掃,AG_緊急_子供嘔吐,大阪 子供 嘔吐 車内,Phrase,https://carinteriorcleaning.jp/regions/osaka/kodomo-kyuto/,350,S,osaka,kodomo-kyuto
大阪_車内清掃,AG_緊急_灯油,車 灯油 こぼし 出張,Exact,https://carinteriorcleaning.jp/regions/osaka/touyu-kobosi/,350,S,osaka,touyu-kobosi
大阪_車内清掃,AG_緊急_灯油,車 灯油 臭い 取れない 業者,Phrase,https://carinteriorcleaning.jp/regions/osaka/touyu-kobosi/,350,S,osaka,touyu-kobosi
大阪_車内清掃,AG_緊急_灯油,車 灯油 こぼした 消臭 出張,Phrase,https://carinteriorcleaning.jp/regions/osaka/touyu-kobosi/,350,S,osaka,touyu-kobosi
大阪_車内清掃,AG_緊急_灯油,車内 灯油 こぼし 消臭,Phrase,https://carinteriorcleaning.jp/regions/osaka/touyu-kobosi/,350,S,osaka,touyu-kobosi
大阪_車内清掃,AG_緊急_灯油,大阪 灯油 こぼし 車,Phrase,https://carinteriorcleaning.jp/regions/osaka/touyu-kobosi/,350,S,osaka,touyu-kobosi
大阪_車内清掃,AG_緊急_ペット,車 おしっこ シート 洗浄 出張,Phrase,https://carinteriorcleaning.jp/regions/osaka/oshikko/,320,S,osaka,oshikko
大阪_車内清掃,AG_緊急_ペット,車 おもらし シート 洗浄,Phrase,https://carinteriorcleaning.jp/regions/osaka/oshikko/,320,S,osaka,oshikko
大阪_車内清掃,AG_緊急_ペット,ペット 粗相 車 消臭,Phrase,https://carinteriorcleaning.jp/regions/osaka/oshikko/,320,S,osaka,oshikko
大阪_車内清掃,AG_緊急_ペット,犬 車 お漏らし 消臭 業者,Phrase,https://carinteriorcleaning.jp/regions/osaka/oshikko/,320,S,osaka,oshikko
大阪_車内清掃,AG_緊急_ペット,大阪 ペット 車内 清掃,Phrase,https://carinteriorcleaning.jp/regions/osaka/oshikko/,320,S,osaka,oshikko
大阪_車内清掃,AG_消臭_口語,車 匂い 消し 業者,Phrase,https://carinteriorcleaning.jp/regions/osaka/kuruma-nioi-keshi/,280,S,osaka,kuruma-nioi-keshi
大阪_車内清掃,AG_消臭_口語,車内 クサイ 消臭,Phrase,https://carinteriorcleaning.jp/regions/osaka/kuruma-nioi-keshi/,280,S,osaka,kuruma-nioi-keshi
大阪_車内清掃,AG_消臭_口語,車 臭い 取れない プロ,Phrase,https://carinteriorcleaning.jp/regions/osaka/kuruma-nioi-keshi/,280,S,osaka,kuruma-nioi-keshi
大阪_車内清掃,AG_消臭_口語,消臭スプレー 効かない 車,Phrase,https://carinteriorcleaning.jp/regions/osaka/kuruma-nioi-keshi/,280,S,osaka,kuruma-nioi-keshi
大阪_車内清掃,AG_消臭_口語,車 芳香剤 臭い 取れない,Phrase,https://carinteriorcleaning.jp/regions/osaka/kuruma-nioi-keshi/,280,S,osaka,kuruma-nioi-keshi
大阪_車内清掃,AG_消臭_口語,大阪 車内 消臭 出張,Phrase,https://carinteriorcleaning.jp/regions/osaka/kuruma-nioi-keshi/,280,S,osaka,kuruma-nioi-keshi
大阪_車内清掃,AG_消臭_中古車,中古車 タバコ臭 消せない,Phrase,https://carinteriorcleaning.jp/regions/osaka/chuko-tabako/,300,A,osaka,chuko-tabako
大阪_車内清掃,AG_消臭_中古車,中古車 加齢臭 車内,Phrase,https://carinteriorcleaning.jp/regions/osaka/chuko-tabako/,300,A,osaka,chuko-tabako
大阪_車内清掃,AG_消臭_中古車,車 タバコ臭 取れない 業者 出張,Phrase,https://carinteriorcleaning.jp/regions/osaka/chuko-tabako/,300,A,osaka,chuko-tabako
大阪_車内清掃,AG_消臭_中古車,大阪 中古車 臭い 車内,Phrase,https://carinteriorcleaning.jp/regions/osaka/chuko-tabako/,300,A,osaka,chuko-tabako
大阪_車内清掃,AG_消臭_湿気カビ,車内 カビ臭 取り方 業者,Phrase,https://carinteriorcleaning.jp/regions/osaka/shanai-nioi/,300,A,osaka,shanai-nioi
大阪_車内清掃,AG_消臭_湿気カビ,車 湿気 臭い シート 洗浄,Phrase,https://carinteriorcleaning.jp/regions/osaka/shanai-nioi/,300,A,osaka,shanai-nioi
大阪_車内清掃,AG_消臭_湿気カビ,車 原因不明 臭い 消臭 業者,Phrase,https://carinteriorcleaning.jp/regions/osaka/shanai-nioi/,300,A,osaka,shanai-nioi
大阪_車内清掃,AG_消臭_湿気カビ,車 ペット臭 消臭 プロ 出張,Phrase,https://carinteriorcleaning.jp/regions/osaka/shanai-nioi/,300,A,osaka,shanai-nioi
大阪_車内清掃,AG_消臭_湿気カビ,大阪 車内 カビ臭,Phrase,https://carinteriorcleaning.jp/regions/osaka/shanai-nioi/,300,A,osaka,shanai-nioi
大阪_車内清掃,AG_消臭_湿気カビ,大阪 湿気 車内 臭い,Phrase,https://carinteriorcleaning.jp/regions/osaka/shanai-nioi/,300,A,osaka,shanai-nioi
大阪_車内清掃,AG_エアコン_エバポレーター,エバポレーター洗浄 出張,Phrase,https://carinteriorcleaning.jp/regions/osaka/evaporator-senjo/,400,A,osaka,evaporator-senjo
